Serial	Metro	County FIPS	Mortgage Payment	Household Income	Home Value
649789	1	0	$160	$28,600	$5,000
649864	3	99	$600	$38,000	$85,000
649874	1	0	$260	$21,900	$22,500
649886	4	0	$320	$29,000	$32,500
649934	1	0	$400	$52,200	$137,500
650101	1	0	$200	$18,600	$22,500
650210	3	99	$880	$33,000	$112,500
650212	1	0	$570	$24,500	$32,500
650227	3	0	$630	$17,000	$112,500
650322	3	183	$900	$48,000	$137,500
650649	2	510	$500	$36,400	$112,500
650684	1	0	$300	$38,000	$37,500
650809	4	0	$340	$26,000	$65,000
650971	3	0	$200	$24,400	$5,000
651008	1	0	$120	$7,200	$5,000
651031	3	183	$300	$60,000	$17,500
651118	1	0	$250	$24,600	$22,500
651226	1	0	$150	$15,100	$12,500
651268	2	510	$700	$54,000	$112,500
651392	3	0	$850	$21,300	$112,500
651510	1	0	$360	$15,600	$75,000
651610	3	0	$230	$47,000	$22,500
651725	4	183	$100	$9,000	$5,000
651772	3	99	$230	$72,400	$5,000
651866	3	189	$410	$41,600	$37,500
651878	1	0	$740	$62,000	$137,500
651948	3	99	$1,100	$26,300	$162,500
652114	1	0	$400	$40,400	$32,500
652205	1	0	$250	$30,000	$22,500
652469	3	183	$1,000	$71,400	$162,500
652517	1	0	$500	$20,830	$65,000
652605	3	0	$430	$45,000	$32,500
652617	3	0	$360	$12,900	$55,000
652628	1	0	$300	$21,000	$22,500
652653	1	0	$630	$60,000	$162,500
652750	3	0	$1,100	$21,200	$112,500
652816	1	0	$940	$74,000	$225,000
653138	1	0	$200	$81,600	$17,500
653179	1	0	$250	$100,000	$27,500
653353	2	510	$1,200	$99,000	$275,000
653382	2	0	$280	$45,500	$75,000
653427	1	0	$200	$3,600	$5,000
653463	3	99	$150	$37,300	$5,000
653648	4	0	$570	$36,500	$75,000
653782	1	0	$300	$52,000	$45,000
653871	3	189	$580	$25,400	$137,500
653938	3	189	$470	$65,000	$65,000
654159	4	0	$700	$50,000	$85,000
654225	3	189	$620	$56,000	$75,000
654399	2	510	$540	$40,000	$95,000
654527	3	189	$930	$14,000	$137,500
654539	4	19	$400	$33,200	$27,500
654613	1	0	$230	$12,000	$32,500
655128	2	0	$350	$28,700	$45,000
655196	3	0	$400	$24,000	$12,500
655201	1	0	$200	$6,300	$22,500
655206	2	510	$340	$21,400	$65,000
655231	3	0	$490	$35,000	$75,000
655257	2	510	$1,500	$135,200	$275,000
655263	4	0	$450	$30,000	$187,500
655441	3	189	$900	$224,000	$225,000
655450	1	0	$600	$38,300	$95,000
655466	4	19	$700	$12,300	$75,000
655530	1	0	$230	$35,000	$12,500
655550	3	99	$580	$31,600	$27,500
655699	3	0	$400	$44,000	$12,500
655707	4	0	$980	$62,600	$162,500
655792	3	99	$180	$7,600	$5,000
655813	1	0	$150	$0	$17,500
655950	3	0	$300	$17,000	$17,500
655998	1	0	$510	$69,200	$55,000
656445	3	189	$550	$67,800	$112,500
656760	1	0	$380	$31,000	$22,500
657001	4	0	$210	$24,190	$5,000
657074	3	0	$330	$39,000	$12,500
657178	1	0	$380	$20,400	$27,500
657184	1	0	$260	$25,000	$32,500
657225	1	0	$440	$60,000	$45,000
657257	3	189	$810	$48,000	$95,000
657331	1	0	$280	$29,220	$22,500
657551	1	0	$180	$31,600	$22,500
657654	1	0	$850	$65,100	$187,500
657840	4	0	$810	$104,000	$137,500
657884	4	0	$560	$39,700	$95,000
657890	1	0	$900	$49,240	$112,500
657906	1	0	$300	$2,500	$32,500
657920	1	0	$350	$57,520	$17,500
657966	1	0	$100	$29,280	$55,000
658004	1	0	$730	$40,000	$65,000
658222	2	0	$490	$41,800	$85,000
658239	2	510	$500	$0	$95,000
658240	3	0	$1,500	$1,700	$225,000
658256	1	0	$420	$37,200	$95,000
658378	2	510	$330	$20,200	$27,500
658476	1	0	$230	$107,570	$27,500
658564	2	510	$1,100	$93,500	$225,000
658579	4	0	$290	$22,090	
658624	1	0	$500	$35,000	$65,000
658667	1	0	$250	$28,000	$17,500
658721	1	0	$400	$50,600	$55,000
658733	2	0	$600	$15,000	$95,000
658741	1	0	$250	$25,900	$22,500
658944	4	183	$1,400	$62,300	$137,500
659029	1	0	$400	$36,700	$45,000
659065	4	0	$600	$46,400	$112,500
659256	1	0	$800	$82,300	$137,500
659476	1	0	$450	$24,000	$55,000
659728	2	0	$680	$43,500	$95,000
659729	2	510	$500	$20,000	$85,000
659741	4	0	$600	$23,600	$112,500
659748	1	0	$90	$9,600	$27,500
659803	2	510	$490	$16,800	$55,000
660248	3	189	$410	$41,600	$75,000
660267	3	189	$900	$54,300	$137,500
660313	2	510	$1,000	$71,000	$225,000
660406	4	0	$680	$52,800	$112,500
660513	4	19	$250	$30,000	$5,000
660590	1	0	$460	$8,400	$187,500
660611	2	510	$600	$48,500	$65,000
660625	2	0	$350	$32,000	$55,000
660710	2	0	$660	$27,000	$75,000
660936	1	0	$200	$35,000	$22,500
660975	3	189	$780	$47,000	$95,000
661090	1	0	$250	$70,840	$37,500
661445	2	0	$1,300	$85,000	$162,500
661627	2	0	$560	$14,000	$75,000
661672	3	189	$230	$124,800	$55,000
661769	1	0	$1,600	$201,500	$275,000
661875	2	0	$770	$70,000	$112,500
661992	2	0	$430	$49,200	$27,500
662059	1	0	$330	$49,600	$27,500
662078	1	0	$180	$12,000	$17,500
662166	1	0	$350	$37,600	$27,500
662211	1	0	$150	$6,900	$17,500
662476	1	0	$280	$21,270	$5,000
662705	1	0	$270	$18,180	$27,500
662723	3	99	$980	$48,040	$162,500
662809	4	0	$260	$15,500	$17,500
663365	2	0	$400	$249,500	$75,000
663415	1	0	$200	$8,800	$27,500
663450	1	0	$270	$36,100	$27,500
663487	4	19	$430	$30,150	$45,000
663522	2	0	$300	$14,400	$32,500
663691	1	0	$810	$60,960	$112,500
663917	2	0	$1,600	$140,000	$225,000
664042	4	0	$90	$2,890	$137,500
664066	1	0	$200	$16,000	$5,000
664094	1	0	$300	$49,900	$55,000
664105	3	0	$710	$36,000	$137,500
664246	1	0	$330	$55,800	$22,500
664338	4	0	$380	$44,200	$12,500
664453	1	0	$300	$34,000	$37,500
664524	1	0	$170	$8,400	$225,000
664565	1	0	$340	$45,800	$27,500
664613	3	99	$620	$29,100	$112,500
664703	4	183	$1,600	$136,800	$450,000
665013	1	0	$140	$31,900	$32,500
665044	1	0	$550	$22,690	$22,500
665121	4	0	$300	$7,200	$65,000
665285	1	0	$1,400	$1	$225,000
665317	4	0	$900	$150,920	$187,500
665358	3	99	$230	$12,200	$12,500
665483	3	0	$280	$25,400	$27,500
665541	1	0	$450	$11,604	$85,000
665620	3	183	$1,100	$33,990	$137,500
665705	1	0	$190	$48,200	$22,500
665865	1	0	$600	$24,300	$85,000
665998	4	0	$280	$14,850	$45,000
666090	3	189	$1,400	$12,200	$225,000
666245	3	189	$390	$41,000	$85,000
666283	1	0	$130	$7,800	$22,500
666302	2	0	$310	$46,000	$27,500
666388	1	0	$400	$138,000	$65,000
666794	3	189	$560	$221,000	$112,500
666838	1	0	$200	$24,000	$32,500
666840	3	0	$1,200	$95,000	$137,500
666999	1	0	$180	$14,000	$22,500
667128	3	0	$370	$80,000	$45,000
667181	2	0	$350	$21,900	$37,500
667432	1	0	$220	$32,400	$112,500
667475	2	510	$650	$74,000	$137,500
667515	1	0	$520	$49,500	$75,000
667518	1	0	$490	$51,800	$137,500
667609	4	0	$700	$31,800	$75,000
667728	1	0	$500	$23,300	$45,000
667752	1	0	$450	$37,300	$95,000
667846	1	0	$400	$18,000	$17,500
667860	0	0	$1,000	$45,900	$162,500
667946	0	0	$300	$35,000	$32,500
668050	1	0	$450	$14,800	$65,000
668062	1	0	$220	$44,000	$17,500
668110	0	0	$290	$52,000	$37,500
668185	1	0	$1,600	$55,100	$275,000
668240	1	0	$400	$13,200	$55,000
668282	1	0	$610	$72,000	$95,000
668291	1	0	$900	$70,000	$225,000
668351	1	0	$200	$35,200	$22,500
668378	1	0	$360	$15,450	$22,500
668417	1	0	$250	$26,750	$85,000
668500	1	0	$360	$26,700	$162,500
668540	1	0	$680	$75,000	$162,500
668653	1	0	$220	$72,100	$65,000
668693	1	0	$830	$39,800	$275,000
668711	0	0	$450	$54,650	$95,000
668743	1	0	$300	$40,800	$27,500
668874	1	0	$580	$30,000	$75,000
668878	1	0	$220	$17,000	$5,000
668929	1	0	$380	$50,000	$32,500
669182	1	0	$570	$66,400	$112,500
669188	1	0	$410	$80,200	$55,000
669213	0	0	$240	$25,000	$45,000
669242	1	0	$330	$45,000	$22,500
669341	4	111	$690	$8,000	$85,000
669344	1	0	$400	$22,900	$112,500
669456	1	0	$360	$47,100	$37,500
669474	1	0	$120	$17,000	$27,500
669525	1	0	$1,800	$29,700	$275,000
669549	1	0	$1,000	$27,500	$85,000
669686	1	0	$210	$39,900	$27,500
669773	0	0	$320	$30,300	$27,500
669802	0	0	$180	$9,900	$37,500
669880	0	0	$60	$14,000	$45,000
669897	0	0	$700	$103,760	$85,000
669975	1	0	$160	$40,330	$22,500
670153	4	111	$250	$78,000	$55,000
670164	1	0	$230	$60,640	$65,000
670289	0	0	$1,000	$18,000	$1,000,000
670526	1	0	$450	$32,000	$75,000
670534	4	111	$670	$40,000	$137,500
670543	1	0	$70	$18,000	$75,000
670727	1	0	$2,800	$57,000	$625,000
670876	1	0	$650	$30,000	$37,500
670961	0	0	$610	$32,000	$75,000
670983	4	111	$1,100	$96,000	$225,000
671029	1	0	$1,100	$63,600	$162,500
671111	4	111	$500	$51,400	$55,000
671131	0	0	$80	$65,000	$45,000
671182	1	0	$400	$58,000	$45,000
671191	0	0	$330	$104,000	$95,000
671304	0	0	$1,300	$67,100	$162,500
671355	1	0	$250	$10,000	$5,000
671372	0	0	$400	$15,800	$85,000
671466	1	0	$650	$88,000	$65,000
671522	4	111	$950	$60,900	$162,500
671536	1	0	$440	$28,200	$85,000
671563	4	111	$590	$10,800	$162,500
671720	0	0	$400	$31,000	$85,000
671851	1	0	$600	$93,000	$225,000
671957	1	0	$580	$21,200	$65,000
671977	1	0	$100	$17,000	$12,500
672186	0	0	$550	$30,400	$65,000
672197	0	0	$130	$38,000	$12,500
672427	1	0	$500	$44,000	$45,000
672552	1	0	$170	$9,240	$22,500
672711	1	0	$250	$27,200	$75,000
672718	1	0	$390	$75,030	$45,000
672802	3	0	$1,100	$74,000	$162,500
672990	4	109	$520	$99,800	$112,500
673012	1	0	$700	$50,600	$85,000
673017	0	0	$800	$57,800	$112,500
673152	1	0	$280	$34,000	$37,500
673266	4	55	$1,100	$128,304	$162,500
673316	0	0	$230	$81,200	$45,000
673375	4	55	$330	$63,300	$32,500
673581	0	0	$590	$60,000	$112,500
673742	1	0	$310	$56,300	$85,000
673795	1	0	$230	$50,100	$22,500
673977	4	55	$980	$29,600	$85,000
674034	1	0	$2,100	$30,000	$1,000,000
674072	0	0	$400	$30,000	$5,000
674170	1	0	$200	$25,000	$27,500
674268	4	55	$600	$20,000	$875,000
674369	1	0	$250	$73,300	$17,500
674441	1	0	$260	$141,200	$17,500
674601	1	0	$130	$25,840	$12,500
674707	1	0	$300	$46,000	$55,000
674880	4	55	$1,200	$87,000	$112,500
675049	1	0	$1,000	$80,000	$187,500
675098	4	109	$600	$55,000	$137,500
675126	0	0	$900	$33,500	$85,000
675539	3	0	$440	$29,500	$65,000
675676	1	0	$600	$19,900	$65,000
675723	1	0	$1,600	$46,400	$225,000
675776	1	0	$350	$54,650	$5,000
675872	4	55	$440	$19,100	$55,000
675893	1	0	$200	$26,000	$12,500
675958	1	0	$150	$36,800	$22,500
675998	1	0	$1,100	$73,000	$275,000
676042	3	0	$320	$15,100	$85,000
676069	1	0	$250	$57,280	$22,500
676120	4	109	$970	$67,850	$112,500
676179	0	0	$600	$50,000	$75,000
676253	1	0	$350	$6,000	$12,500
676264	1	0	$510	$16,000	$95,000
676692	1	0	$800	$40,000	$112,500
676793	1	0	$450	$48,000	$65,000
676854	0	0	$350	$53,800	$65,000
677098	4	109	$1,000	$53,480	$95,000
677127	0	0	$400	$33,650	$85,000
677421	1	0	$270	$37,150	$32,500
677574	0	0	$260	$47,700	$137,500
677768	1	0	$220	$31,300	$37,500
677838	1	0	$280	$24,000	$22,500
677876	1	0	$1,000	$22,800	$85,000
678001	0	0	$620	$18,000	$187,500
678052	1	0	$350	$31,500	$17,500
678120	1	0	$290	$45,000	$45,000
678124	0	0	$340	$112,700	$112,500
678321	1	0	$250	$23,380	$22,500
678362	0	0	$250	$51,000	$12,500
678718	1	0	$260	$84,900	$162,500
678862	1	0	$370	$10,800	$65,000
679446	1	0	$300	$39,000	$5,000
679494	1	0	$260	$10,800	$45,000
679551	1	0	$720	$21,800	$112,500
679668	3	3	$1,300	$73,000	$275,000
679720	3	3	$970	$60,000	$162,500
679721	4	3	$1,200	$47,000	$225,000
680013	3	3	$2,900	$180,000	$625,000
680015	3	3	$780	$58,000	$225,000
680133	3	3	$1,300	$0	$350,000
680319	3	3	$450	$32,600	$85,000
680382	0	0	$800	$68,200	$225,000
680440	4	3	$2,000	$37,000	$450,000
680460	3	3	$1,500	$44,000	$450,000
680461	3	3	$240	$600	$17,500
680482	4	3	$650	$52,530	$75,000
680489	0	0	$340	$19,600	$65,000
680522	4	3	$1,000	$43,000	$162,500
680587	3	3	$1,700	$54,800	$187,500
680592	4	3	$940	$70,480	$225,000
680671	3	3	$2,200	$135,500	$450,000
680713	3	3	$560	$30,000	$162,500
680723	4	3	$1,300	$162,000	$225,000
680864	4	3	$700	$1,000	$112,500
680872	4	3	$1,200	$45,000	$187,500
680886	3	3	$980	$48,600	$225,000
680907	3	31	$470	$22,100	$112,500
680992	4	3	$1,100	$52,000	$162,500
681015	2	31	$1,000	$70,000	$350,000
681068	0	0	$260	$26,000	$27,500
681080	4	3	$1,100	$66,400	$187,500
681141	4	3	$460	$75,000	$187,500
681363	3	3	$720	$88,500	$162,500
681366	3	3	$100	$23,230	$5,000
681406	3	3	$1,200	$30,000	$350,000
681407	0	0	$450	$30,000	$27,500
681435	3	3	$980	$60,000	$225,000
681440	4	3	$980	$100,000	$225,000
681624	4	3	$970	$21,000	$162,500
681677	3	3	$1,400	$84,800	$350,000
681718	3	3	$1,200	$38,300	$162,500
681781	4	3	$800	$21,000	$137,500
681890	4	3	$1,100	$50,000	$225,000
681919	4	3	$670	$210,000	$450,000
681980	0	0	$230	$30,000	$5,000
681993	1	0	$380	$38,500	$75,000
682114	4	3	$2,800	$86,100	$625,000
682146	4	3	$5,500	$322,000	$625,000
682148	4	3	$1,500	$29,000	$225,000
682331	4	3	$890	$106,800	$137,500
682490	3	3	$1,200	$54,000	$275,000
682555	3	3	$1,200	$30,000	$225,000
682565	3	3	$1,300	$53,000	$187,500
682678	3	3	$350	$37,800	$225,000
682740	0	0	$600	$27,600	$75,000
682790	3	3	$1,000	$65,500	$625,000
682906	4	3	$110	$23,000	$12,500
683036	3	3	$1,200	$70,000	$225,000
683383	4	3	$800	$55,000	$350,000
683662	4	3	$700	$25,000	$187,500
683670	4	3	$810	$77,000	$350,000
683950	4	3	$1,200	$30,900	$187,500
684008	3	3	$230	$25,400	$95,000
684027	3	3	$780	$19,400	$112,500
684201	4	3	$1,400	$47,000	$625,000
684260	4	3	$1,700	$100,000	$350,000
684481	3	3	$750	$109,200	$112,500
684605	0	0	$300	$15,000	$55,000
684667	3	3	$1,700	$121,200	$1,000,000
684676	4	3	$1,300	$80,000	$275,000
684690	4	3	$200	$18,000	$27,500
684731	3	3	$1,700	$82,200	$350,000
684827	0	0	$2,700	$19,700	$875,000
684849	3	3	$1,000	$68,000	$225,000
684864	3	31	$2,500	$81,000	$625,000
684896	3	31	$140	$80,000	$162,500
684932	4	3	$1,500	$162,000	$350,000
684944	4	3	$1,100	$96,000	$225,000
685067	2	31	$750	$90,000	$162,500
685139	3	3	$1,300	$90,000	$350,000
685140	4	3	$610	$70,000	$85,000
685208	4	3	$540	$20,400	$112,500
685254	0	0	$500	$65,000	$137,500
685298	4	3	$910	$52,000	$225,000
685340	3	3	$1,500	$95,000	$275,000
685363	3	3	$300	$44,000	$55,000
685378	4	3	$950	$156,000	$225,000
685489	4	3	$840	$38,200	$187,500
685514	4	3	$920	$41,000	$162,500
685544	4	3	$1,600	$194,100	$225,000
685558	4	3	$690	$36,000	$275,000
685582	4	3	$2,800	$244,870	$625,000
685642	4	3	$1,200	$87,500	$275,000
685695	3	3	$830	$49,200	$112,500
685810	4	3	$1,200	$115,000	$350,000
685841	3	31	$280	$43,000	$12,500
685877	3	3	$1,200	$60,000	$450,000
685915	2	31	$670	$44,000	$275,000
685937	3	3	$730	$69,000	$162,500
685993	3	3	$630	$21,300	$137,500
686062	4	3	$1,200	$38,000	$225,000
686171	3	3	$400	$35,000	$275,000
686179	4	3	$700	$42,800	$275,000
686209	3	3	$700	$63,000	$187,500
686278	0	0	$350	$24,000	$65,000
686290	3	3	$1,400	$48,100	$450,000
686386	4	3	$1,700	$24,000	$450,000
686390	3	31	$1,400	$47,000	$225,000
686402	3	3	$1,300	$52,000	$275,000
686417	4	3	$270	$40,400	$12,500
686526	4	3	$890	$41,930	$275,000
686550	3	31	$1,200	$30,000	$225,000
686684	0	0	$250	$10,580	$85,000
686760	0	0	$300	$17,400	$32,500
686845	1	0	$100	$13,060	$112,500
687225	4	3	$820	$3,400	$162,500
687226	3	3	$1,800	$50,000	$350,000
687238	1	0	$230	$25,000	$187,500
687840	3	3	$1,200	$55,000	$275,000
687895	3	3	$890	$30,000	$65,000
687913	3	3	$1,700	$27,500	$275,000
687958	0	0	$380	$52,000	$55,000
687960	3	3	$1,200	$81,000	$275,000
687977	3	3	$820	$62,600	$137,500
688087	4	3	$300	$23,200	$32,500
688175	0	0	$500	$43,000	$55,000
688213	0	0	$630	$102,200	$225,000
688246	4	3	$600	$22,000	$187,500
688398	4	3	$590	$35,000	$137,500
688620	0	0	$740	$36,004	$112,500
688634	3	3	$1,100	$59,000	$350,000
688711	0	0	$220	$19,000	$5,000
688735	3	3	$1,100	$81,600	$187,500
688770	3	31	$50	$3,000	$22,500
688943	3	3	$1,100	$45,000	$162,500
689003	4	3	$1,300	$57,000	$225,000
689012	0	0	$700	$65,000	$112,500
689207	4	3	$1,100	$30,000	$162,500
689267	3	3	$600	$87,600	$95,000
689280	3	3	$1,200	$39,000	$225,000
689413	4	3	$1,100	$75,100	$187,500
689426	3	3	$700	$36,100	$225,000
689527	0	0	$670	$80,000	$85,000
689531	4	3	$1,000	$61,360	$225,000
689614	4	3	$490	$46,500	$12,500
689660	3	3	$1,200	$24,000	$187,500
689680	4	3	$1,100	$32,000	$225,000
689730	0	0	$740	$55,000	$112,500
689765	4	3	$1,200	$46,000	$275,000
689801	3	3	$1,100	$20,800	$275,000
690268	1	0	$450	$40,000	$22,500
691404	1	0	$880	$127,000	$162,500
691562	0	0	$1,900	$75,000	$350,000
691579	1	0	$600	$34,700	$137,500
692960	1	0	$350	$102,000	$137,500
693297	0	0	$220	$76,000	$32,500
695092	0	0	$400	$79,000	$112,500
695445	0	0	$200	$77,700	$187,500
695630	0	0	$500	$40,000	
695711	3	5	$2,000	$104,000	$350,000
695960	4	21	$2,500	$121,000	$450,000
696085	3	31	$2,600	$69,330	$450,000
696239	4	21	$950	$54,300	$162,500
697140	3	5	$880	$34,000	$137,500
697262	4	7	$820	$19,000	$85,000
697534	3	21	$460	$534,000	$450,000
698641	3	35	$1,400	$112,000	$350,000
699014	3	5	$1,400	$67,700	$225,000
699338	4	21	$430	$30,400	$275,000
699762	3	41	$500	$43,500	$625,000
700536	3	39	$2,000	$100,000	$450,000
700593	3	23	$2,000	$82,500	$350,000
700650	3	29	$1,300	$70,000	$350,000
701591	4	7	$350	$13,200	$65,000
701625	4	7	$800	$66,000	$95,000
702034	3	7	$800	$71,000	$225,000
702561	3	39	$1,800	$128,000	$350,000
703124	3	25	$2,400	$120,000	$625,000
704471	3	27	$1,400	$28,200	$625,000
704871	3	21	$1,600	$200,000	$625,000
705060	3	13	$1,500	$291,100	$275,000
705148	3	23	$780	$50,000	$225,000
705232	3	27	$1,500	$69,400	$350,000
705691	3	35	$3,300	$270,000	$1,000,000
705975	3	37	$1,800	$118,000	$625,000
706306	3	21	$1,600	$109,000	$350,000
706862	3	13	$2,200	$50,000	$625,000
707106	3	23	$1,600	$249,740	$350,000
707169	3	27	$2,800	$176,600	$625,000
707669	3	41	$2,000	$5,230	$450,000
708480	3	37	$210	$43,000	$137,500
708619	4	11	$600	$37,000	$85,000
708909	3	31	$1,200	$59,900	$350,000
709358	3	39	$1,900	$90,000	$450,000
709487	4	1	$710	$50,000	$137,500
710562	4	21	$1,400	$92,000	$225,000
710643	3	17	$2,900	$39,000	$187,500
710665	3	39	$680	$75,000	$225,000
711779	4	7	$780	$7,000	$112,500
711962	3	39	$2,400	$38,000	$450,000
712627	3	7	$800	$92,230	$225,000
712826	3	7	$1,100	$60,000	$162,500
713140	3	5	$1,100	$114,000	$162,500
713531	3	3	$2,800	$146,001	$875,000
713562	3	17	$900	$130,000	$450,000
713948	3	35	$130	$115,000	$27,500
714034	3	7	$1,800	$8,000	$275,000
714169	3	9	$1,800	$35,360	$875,000
714435	3	23	$1,300	$3,500	$162,500
714570	3	25	$1,200	$45,800	$450,000
715229	3	25	$1,700	$132,500	$225,000
715799	3	13	$1,600	$57,400	$350,000
716555	3	5	$2,400	$175,300	$350,000
716577	4	21	$570	$14,000	$32,500
716611	3	3	$520	$190,000	$350,000
717239	3	39	$1,700	$14,800	$350,000
717970	3	25	$2,100	$68,400	$225,000
718106	4	21	$600	$72,600	$75,000
718221	3	5	$950	$56,400	$350,000
718482	3	39	$1,100	$120,300	$450,000
718502	3	39	$1,800	$34,200	$350,000
719208	4	11	$830	$96,150	$275,000
719502	3	1	$1,200	$60,000	$350,000
719929	4	1	$1,300	$64,000	$275,000
720171	3	5	$1,500	$86,000	$225,000
720426	3	7	$1,300	$127,000	$225,000
721024	3	21	$1,000	$153,320	$625,000
721060	4	11	$1,000	$122,600	$350,000
721415	3	23	$1,600	$10,800	$275,000
721422	3	5	$1,600	$27,300	$187,500
721474	4	1	$900	$56,001	$162,500
721999	4	11	$2,000	$20,000	$450,000
722066	3	35	$1,500	$72,000	$350,000
722210	4	11	$700	$72,600	$137,500
722619	4	21	$1,800	$131,000	$275,000
722997	3	23	$600	$165,000	$350,000
723247	3	19	$200	$262,600	$625,000
723387	3	7	$750	$60,500	$112,500
723595	3	41	$300	$47,300	$187,500
723878	3	39	$1,200	$130,000	$187,500
724056	3	7	$230	$15,300	$32,500
724460	3	31	$2,500	$135,500	$350,000
724770	3	17	$2,300	$78,200	$625,000
724956	3	39	$420	$28,930	$5,000
725019	3	27	$1,100	$49,600	$225,000
725412	3	39	$420	$30,100	$5,000
725464	3	25	$2,700	$52,000	$450,000
725524	3	13	$2,000	$110,000	$450,000
725792	3	13	$1,900	$91,500	$450,000
725845	3	0	$1,300	$93,000	$350,000
726269	4	17	$2,000	$109,000	$350,000
726400	3	5	$1,300	$112,000	$275,000
726455	3	25	$1,900	$42,200	$187,500
726925	4	1	$450	$38,000	$187,500
727842	3	21	$820	$41,000	$225,000
727898	3	3	$1,200	$25,500	$625,000
727992	3	35	$950	$69,860	$162,500
728124	3	39	$1,800	$24,000	$350,000
728269	3	0	$700	$72,481	$162,500
729691	4	21	$600	$99,000	$75,000
730186	3	0	$800	$68,600	$112,500
730191	1	0	$330	$37,000	$37,500
730294	1	0	$900	$38,000	$162,500
730303	1	0	$450	$14,950	$27,500
730322	3	0	$600	$45,800	$112,500
730361	4	0	$480	$34,900	$22,500
730410	4	13	$560	$51,800	$85,000
730426	4	1	$240	$85,000	$17,500
730454	4	1	$280	$3,000	$5,000
730546	1	0	$340	$42,000	$27,500
730557	1	45	$980	$86,000	$137,500
730632	1	0	$230	$8,400	$45,000
730719	1	0	$280	$83,800	$12,500
730849	1	0	$880	$70,330	$112,500
730870	1	0	$300	$39,600	$45,000
730945	1	0	$210	$58,000	$45,000
730986	1	45	$80	$27,400	$112,500
731009	1	45	$750	$66,000	$137,500
731057	1	0	$410	$5,180	$75,000
731107	1	0	$150	$21,720	$5,000
731117	1	0	$260	$31,000	$12,500
731184	1	0	$900	$39,200	$137,500
731247	4	1	$1,000	$81,000	$225,000
731355	1	0	$470	$40,920	$65,000
731388	1	45	$800	$98,000	$137,500
731396	1	0	$340	$42,000	$65,000
731418	1	0	$360	$23,000	$5,000
731422	1	0	$360	$22,600	$37,500
731500	1	45	$330	$22,000	$112,500
731572	1	0	$600	$60,900	$112,500
731593	4	0	$730	$69,200	$112,500
731594	1	0	$600	$48,800	$75,000
731632	1	0	$4,500	$245,480	$1,000,000
731637	4	1	$1,300	$123,000	$225,000
731651	1	0	$540	$39,000	$85,000
731764	4	1	$250	$8,500	$112,500
731965	1	0	$360	$83,100	$112,500
731968	1	0	$230	$11,600	$37,500
732421	1	0	$100	$20,000	$22,500
732470	4	13	$320	$119,000	$75,000
732567	4	1	$220	$26,000	$5,000
732588	1	0	$360	$6,700	$65,000
732608	4	1	$690	$4,000	$85,000
732661	1	0	$350	$27,000	$22,500
732673	1	0	$700	$60,700	$32,500
732688	1	0	$170	$30,000	$55,000
732713	1	0	$390	$33,800	$65,000
732798	1	0	$310	$20,800	$55,000
732800	1	0	$720	$40,000	$85,000
732818	1	0	$340	$143,800	$85,000
732835	3	0	$220	$43,900	$85,000
732899	3	0	$370	$32,000	$75,000
732957	1	0	$330	$24,000	$55,000
733046	1	0	$640	$24,700	$85,000
733086	1	45	$450	$84,000	$162,500
733110	4	0	$100	$54,100	$162,500
733160	1	45	$1,100	$100,000	$187,500
733162	4	1	$1,300	$59,800	$137,500
733290	1	45	$600	$36,000	$85,000
733319	4	0	$800	$86,600	$450,000
733326	1	0	$610	$56,700	$45,000
733383	1	0	$120	$42,000	$45,000
733409	1	0	$480	$23,600	$45,000
733470	4	13	$140	$23,000	$17,500
733488	3	0	$1,000	$56,000	$137,500
733528	3	0	$240	$51,800	$65,000
733537	1	45	$500	$19,200	$85,000
733540	4	13	$560	$31,500	$85,000
733562	3	0	$300	$9,900	$22,500
733572	1	45	$650	$17,800	$55,000
733624	3	0	$930	$73,000	$187,500
733688	1	0	$20	$56,000	$37,500
733733	1	0	$420	$45,400	$5,000
733748	4	13	$400	$32,300	$55,000
733751	1	0	$640	$42,000	$75,000
733785	3	0	$660	$59,900	$95,000
733815	4	1	$950	$116,400	$225,000
733918	1	0	$290	$30,100	$45,000
733938	4	1	$1,100	$0	$225,000
734005	4	0	$80	$37,500	$350,000
734148	1	0	$260	$13,000	$32,500
734231	4	1	$300	$22,600	$37,500
734244	4	1	$320	$19,500	$225,000
734274	1	0	$430	$28,000	$65,000
734338	1	0	$170	$28,200	$17,500
734373	3	0	$190	$6,500	$45,000
734381	1	0	$350	$157,900	$75,000
734388	4	13	$630	$17,000	$162,500
734434	1	0	$600	$158,600	$112,500
734684	3	0	$300	$20,500	$37,500
734729	4	1	$780	$46,000	$162,500
734738	1	0	$320	$33,000	$85,000
734754	4	13	$680	$68,800	$187,500
734781	1	0	$400	$14,800	$12,500
735011	1	45	$460	$17,300	$85,000
735029	4	1	$700	$18,000	$95,000
735087	1	0	$1,100	$82,000	$112,500
735098	1	45	$430	$26,500	$137,500
735118	1	0	$400	$24,990	$37,500
735123	4	1	$910	$36,500	$162,500
735149	1	0	$800	$47,500	$95,000
735167	3	0	$420	$67,390	$112,500
735206	1	0	$190	$67,800	$75,000
735213	4	1	$900	$41,000	$112,500
735265	4	1	$910	$20,400	$162,500
735313	3	0	$1,500	$70,000	$187,500
735453	3	0	$1,100	$33,600	$275,000
735464	3	0	$400	$75,000	$275,000
735549	4	0	$50	$7,800	$225,000
735650	3	0	$130	$45,500	$85,000
